image_id,label,label_1,label_2,label_3
200077.jpg,,hispa,dead_heart,normal
200078.jpg,,normal,dead_heart,tungro
200079.jpg,,tungro,dead_heart,dead_heart
200080.jpg,,dead_heart,normal,brown_spot
200081.jpg,,dead_heart,dead_heart,tungro
200082.jpg,,dead_heart,dead_heart,tungro
200083.jpg,,bacterial_panicle_blight,normal,dead_heart
200084.jpg,,dead_heart,dead_heart,tungro
200085.jpg,,downy_mildew,dead_heart,tungro
200086.jpg,,bacterial_leaf_blight,dead_heart,dead_heart
200087.jpg,,dead_heart,blast,tungro
200088.jpg,,normal,dead_heart,tungro
200089.jpg,,tungro,dead_heart,tungro
200090.jpg,,blast,dead_heart,tungro
200091.jpg,,brown_spot,dead_heart,normal
200092.jpg,,hispa,normal,normal
200093.jpg,,hispa,dead_heart,tungro
200094.jpg,,normal,dead_heart,tungro
200095.jpg,,hispa,dead_heart,tungro
200096.jpg,,tungro,dead_heart,tungro
200097.jpg,,blast,dead_heart,tungro
200098.jpg,,tungro,dead_heart,dead_heart
200099.jpg,,dead_heart,dead_heart,tungro
200100.jpg,,bacterial_leaf_blight,dead_heart,tungro
200101.jpg,,hispa,normal,normal
200102.jpg,,hispa,dead_heart,tungro
200103.jpg,,hispa,dead_heart,tungro
200104.jpg,,downy_mildew,dead_heart,brown_spot
200105.jpg,,normal,dead_heart,tungro
200106.jpg,,blast,dead_heart,dead_heart
200107.jpg,,tungro,dead_heart,tungro
200108.jpg,,tungro,dead_heart,tungro
200109.jpg,,tungro,dead_heart,tungro
200110.jpg,,blast,dead_heart,tungro
200111.jpg,,hispa,dead_heart,tungro
200112.jpg,,blast,dead_heart,tungro
200113.jpg,,normal,dead_heart,dead_heart
200114.jpg,,hispa,dead_heart,tungro
200115.jpg,,dead_heart,dead_heart,dead_heart
200116.jpg,,hispa,dead_heart,dead_heart
200117.jpg,,normal,dead_heart,tungro
200118.jpg,,dead_heart,dead_heart,tungro
200119.jpg,,brown_spot,dead_heart,brown_spot
200120.jpg,,normal,dead_heart,dead_heart
200121.jpg,,dead_heart,dead_heart,dead_heart
200122.jpg,,blast,dead_heart,tungro
200123.jpg,,dead_heart,dead_heart,dead_heart
200124.jpg,,blast,dead_heart,tungro
200125.jpg,,blast,dead_heart,tungro
200126.jpg,,hispa,dead_heart,dead_heart
200127.jpg,,blast,dead_heart,tungro
200128.jpg,,hispa,dead_heart,normal
200129.jpg,,blast,blast,tungro
200130.jpg,,bacterial_panicle_blight,dead_heart,normal
200131.jpg,,brown_spot,dead_heart,tungro
200132.jpg,,hispa,dead_heart,tungro
200133.jpg,,hispa,dead_heart,dead_heart
200134.jpg,,normal,dead_heart,dead_heart
200135.jpg,,downy_mildew,dead_heart,tungro
200136.jpg,,brown_spot,dead_heart,dead_heart
200137.jpg,,normal,normal,normal
200138.jpg,,brown_spot,dead_heart,tungro
200139.jpg,,blast,dead_heart,tungro
200140.jpg,,tungro,dead_heart,dead_heart
200141.jpg,,dead_heart,blast,tungro
200142.jpg,,bacterial_leaf_blight,bacterial_panicle_blight,normal
200143.jpg,,blast,dead_heart,tungro
200144.jpg,,blast,dead_heart,tungro
200145.jpg,,blast,dead_heart,tungro
200146.jpg,,normal,dead_heart,tungro
200147.jpg,,dead_heart,dead_heart,tungro
200148.jpg,,blast,dead_heart,tungro
200149.jpg,,dead_heart,dead_heart,brown_spot
200150.jpg,,dead_heart,dead_heart,dead_heart
200151.jpg,,hispa,normal,brown_spot
200152.jpg,,blast,dead_heart,brown_spot
200153.jpg,,downy_mildew,dead_heart,normal
200154.jpg,,bacterial_leaf_streak,dead_heart,tungro
200155.jpg,,downy_mildew,dead_heart,tungro
200156.jpg,,bacterial_leaf_streak,dead_heart,tungro
200157.jpg,,brown_spot,dead_heart,tungro
200158.jpg,,tungro,dead_heart,tungro
200159.jpg,,normal,dead_heart,tungro
200160.jpg,,bacterial_leaf_blight,dead_heart,tungro
200161.jpg,,tungro,dead_heart,tungro
200162.jpg,,hispa,normal,normal
200163.jpg,,dead_heart,normal,normal
200164.jpg,,bacterial_leaf_streak,normal,brown_spot
200165.jpg,,hispa,normal,brown_spot
200166.jpg,,dead_heart,dead_heart,dead_heart
200167.jpg,,blast,dead_heart,tungro
200168.jpg,,tungro,dead_heart,dead_heart
200169.jpg,,tungro,dead_heart,tungro
200170.jpg,,brown_spot,dead_heart,tungro
200171.jpg,,dead_heart,normal,dead_heart
200172.jpg,,blast,blast,blast
200173.jpg,,normal,dead_heart,dead_heart
200174.jpg,,hispa,dead_heart,tungro
200175.jpg,,dead_heart,dead_heart,normal
200176.jpg,,brown_spot,dead_heart,brown_spot
200177.jpg,,bacterial_leaf_blight,dead_heart,tungro
200178.jpg,,blast,dead_heart,tungro
200179.jpg,,brown_spot,dead_heart,tungro
200180.jpg,,hispa,normal,brown_spot
200181.jpg,,bacterial_leaf_streak,blast,brown_spot
200182.jpg,,downy_mildew,blast,normal
200183.jpg,,normal,dead_heart,tungro
200184.jpg,,blast,blast,tungro
200185.jpg,,dead_heart,dead_heart,dead_heart
200186.jpg,,blast,dead_heart,tungro
200187.jpg,,hispa,normal,tungro
200188.jpg,,blast,blast,brown_spot
200189.jpg,,dead_heart,dead_heart,tungro
200190.jpg,,blast,dead_heart,dead_heart
200191.jpg,,blast,dead_heart,tungro
200192.jpg,,hispa,dead_heart,tungro
200193.jpg,,normal,dead_heart,dead_heart
200194.jpg,,brown_spot,dead_heart,tungro
200195.jpg,,hispa,bacterial_panicle_blight,brown_spot
200196.jpg,,bacterial_panicle_blight,dead_heart,tungro
200197.jpg,,normal,dead_heart,normal
200198.jpg,,blast,normal,normal
200199.jpg,,tungro,dead_heart,normal
200200.jpg,,dead_heart,dead_heart,tungro
200201.jpg,,tungro,dead_heart,tungro
200202.jpg,,blast,dead_heart,dead_heart
200203.jpg,,bacterial_leaf_streak,dead_heart,tungro
200204.jpg,,downy_mildew,dead_heart,dead_heart
200205.jpg,,tungro,dead_heart,tungro
200206.jpg,,normal,dead_heart,tungro
200207.jpg,,bacterial_leaf_streak,normal,normal
200208.jpg,,brown_spot,normal,normal
200209.jpg,,hispa,dead_heart,normal
200210.jpg,,tungro,dead_heart,normal
200211.jpg,,bacterial_leaf_blight,dead_heart,tungro
200212.jpg,,tungro,dead_heart,tungro
200213.jpg,,normal,dead_heart,dead_heart
200214.jpg,,brown_spot,dead_heart,tungro
200215.jpg,,blast,dead_heart,tungro
200216.jpg,,brown_spot,dead_heart,brown_spot
200217.jpg,,dead_heart,dead_heart,tungro
200218.jpg,,blast,dead_heart,tungro
200219.jpg,,brown_spot,blast,brown_spot
200220.jpg,,downy_mildew,dead_heart,tungro
200221.jpg,,dead_heart,normal,brown_spot
200222.jpg,,hispa,dead_heart,tungro
200223.jpg,,dead_heart,dead_heart,tungro
200224.jpg,,normal,dead_heart,tungro
200225.jpg,,hispa,dead_heart,tungro
200226.jpg,,normal,blast,brown_spot
200227.jpg,,dead_heart,dead_heart,tungro
200228.jpg,,blast,dead_heart,tungro
200229.jpg,,blast,dead_heart,tungro
200230.jpg,,downy_mildew,dead_heart,normal
200231.jpg,,brown_spot,dead_heart,dead_heart
200232.jpg,,normal,dead_heart,dead_heart
200233.jpg,,blast,dead_heart,brown_spot
200234.jpg,,blast,dead_heart,tungro
200235.jpg,,tungro,dead_heart,tungro
200236.jpg,,dead_heart,dead_heart,tungro
200237.jpg,,brown_spot,dead_heart,tungro
200238.jpg,,blast,dead_heart,tungro
200239.jpg,,hispa,dead_heart,tungro
200240.jpg,,brown_spot,dead_heart,tungro
200241.jpg,,hispa,dead_heart,tungro
200242.jpg,,brown_spot,dead_heart,dead_heart
200243.jpg,,tungro,dead_heart,tungro
200244.jpg,,hispa,dead_heart,tungro
200245.jpg,,hispa,dead_heart,tungro
200246.jpg,,blast,dead_heart,tungro
200247.jpg,,blast,dead_heart,tungro
200248.jpg,,normal,dead_heart,dead_heart
200249.jpg,,bacterial_panicle_blight,dead_heart,brown_spot
200250.jpg,,blast,dead_heart,dead_heart
200251.jpg,,downy_mildew,dead_heart,tungro
200252.jpg,,brown_spot,dead_heart,tungro
200253.jpg,,blast,dead_heart,tungro
200254.jpg,,dead_heart,dead_heart,tungro
200255.jpg,,blast,dead_heart,brown_spot
200256.jpg,,blast,dead_heart,tungro
200257.jpg,,blast,dead_heart,tungro
200258.jpg,,hispa,normal,dead_heart
200259.jpg,,dead_heart,dead_heart,tungro
200260.jpg,,blast,normal,brown_spot
200261.jpg,,bacterial_leaf_blight,dead_heart,tungro
200262.jpg,,bacterial_leaf_streak,dead_heart,tungro
200263.jpg,,brown_spot,dead_heart,tungro
200264.jpg,,normal,dead_heart,tungro
200265.jpg,,normal,dead_heart,normal
200266.jpg,,blast,dead_heart,brown_spot
200267.jpg,,tungro,dead_heart,tungro
200268.jpg,,hispa,dead_heart,dead_heart
200269.jpg,,hispa,dead_heart,dead_heart
200270.jpg,,blast,dead_heart,tungro
200271.jpg,,tungro,dead_heart,tungro
200272.jpg,,bacterial_leaf_streak,dead_heart,tungro
200273.jpg,,normal,dead_heart,tungro
200274.jpg,,tungro,dead_heart,tungro
200275.jpg,,normal,dead_heart,dead_heart
200276.jpg,,dead_heart,dead_heart,tungro
200277.jpg,,normal,dead_heart,dead_heart
200278.jpg,,bacterial_leaf_blight,dead_heart,tungro
200279.jpg,,bacterial_leaf_streak,dead_heart,tungro
200280.jpg,,hispa,dead_heart,dead_heart
200281.jpg,,brown_spot,brown_spot,brown_spot
200282.jpg,,normal,dead_heart,dead_heart
200283.jpg,,dead_heart,normal,brown_spot
200284.jpg,,normal,dead_heart,brown_spot
200285.jpg,,brown_spot,dead_heart,tungro
200286.jpg,,normal,dead_heart,tungro
200287.jpg,,bacterial_leaf_streak,dead_heart,tungro
200288.jpg,,normal,normal,dead_heart
200289.jpg,,blast,dead_heart,tungro
200290.jpg,,normal,dead_heart,tungro
200291.jpg,,brown_spot,dead_heart,tungro
200292.jpg,,hispa,normal,normal
200293.jpg,,normal,dead_heart,dead_heart
200294.jpg,,hispa,dead_heart,tungro
200295.jpg,,tungro,dead_heart,dead_heart
200296.jpg,,normal,dead_heart,dead_heart
200297.jpg,,blast,dead_heart,tungro
200298.jpg,,hispa,dead_heart,tungro
200299.jpg,,normal,dead_heart,dead_heart
200300.jpg,,blast,dead_heart,tungro
200301.jpg,,tungro,dead_heart,tungro
200302.jpg,,dead_heart,dead_heart,normal
200303.jpg,,tungro,dead_heart,tungro
200304.jpg,,tungro,dead_heart,tungro
200305.jpg,,dead_heart,dead_heart,tungro
200306.jpg,,blast,dead_heart,dead_heart
200307.jpg,,blast,dead_heart,dead_heart
200308.jpg,,normal,dead_heart,tungro
200309.jpg,,bacterial_leaf_blight,dead_heart,brown_spot
200310.jpg,,tungro,dead_heart,tungro
200311.jpg,,normal,dead_heart,tungro
200312.jpg,,normal,dead_heart,normal
200313.jpg,,normal,dead_heart,tungro
200314.jpg,,hispa,normal,tungro
200315.jpg,,blast,dead_heart,tungro
200316.jpg,,blast,dead_heart,brown_spot
200317.jpg,,hispa,dead_heart,brown_spot
200318.jpg,,dead_heart,dead_heart,tungro
200319.jpg,,normal,dead_heart,dead_heart
200320.jpg,,hispa,dead_heart,dead_heart
200321.jpg,,hispa,normal,tungro
200322.jpg,,downy_mildew,dead_heart,normal
200323.jpg,,bacterial_leaf_blight,dead_heart,tungro
200324.jpg,,normal,dead_heart,dead_heart
200325.jpg,,tungro,dead_heart,tungro
200326.jpg,,blast,dead_heart,tungro
200327.jpg,,bacterial_leaf_streak,dead_heart,tungro
200328.jpg,,hispa,dead_heart,tungro
200329.jpg,,dead_heart,dead_heart,tungro
200330.jpg,,blast,dead_heart,tungro
200331.jpg,,normal,dead_heart,tungro
200332.jpg,,hispa,dead_heart,dead_heart
200333.jpg,,hispa,dead_heart,tungro
200334.jpg,,brown_spot,dead_heart,tungro
200335.jpg,,bacterial_panicle_blight,blast,brown_spot
200336.jpg,,bacterial_leaf_blight,normal,normal
200337.jpg,,normal,dead_heart,normal
200338.jpg,,brown_spot,dead_heart,normal
200339.jpg,,dead_heart,dead_heart,brown_spot
200340.jpg,,dead_heart,dead_heart,tungro
200341.jpg,,normal,dead_heart,tungro
200342.jpg,,bacterial_leaf_streak,dead_heart,tungro
200343.jpg,,tungro,dead_heart,tungro
200344.jpg,,blast,dead_heart,tungro
200345.jpg,,blast,normal,tungro
200346.jpg,,brown_spot,dead_heart,tungro
200347.jpg,,brown_spot,dead_heart,tungro
200348.jpg,,hispa,dead_heart,tungro
200349.jpg,,tungro,dead_heart,tungro
200350.jpg,,blast,dead_heart,tungro
200351.jpg,,blast,dead_heart,tungro
200352.jpg,,blast,dead_heart,brown_spot
200353.jpg,,blast,blast,normal
200354.jpg,,downy_mildew,dead_heart,normal
200355.jpg,,downy_mildew,dead_heart,tungro
200356.jpg,,blast,dead_heart,tungro
200357.jpg,,bacterial_leaf_streak,dead_heart,brown_spot
200358.jpg,,hispa,dead_heart,tungro
200359.jpg,,normal,normal,dead_heart
200360.jpg,,blast,dead_heart,tungro
200361.jpg,,brown_spot,dead_heart,normal
200362.jpg,,dead_heart,normal,normal
200363.jpg,,downy_mildew,dead_heart,dead_heart
200364.jpg,,dead_heart,dead_heart,tungro
200365.jpg,,normal,dead_heart,tungro
200366.jpg,,blast,blast,blast
200367.jpg,,normal,dead_heart,dead_heart
200368.jpg,,normal,blast,brown_spot
200369.jpg,,blast,normal,dead_heart
200370.jpg,,blast,dead_heart,tungro
200371.jpg,,tungro,dead_heart,brown_spot
200372.jpg,,normal,dead_heart,dead_heart
200373.jpg,,normal,dead_heart,tungro
200374.jpg,,blast,dead_heart,brown_spot
200375.jpg,,blast,dead_heart,tungro
200376.jpg,,brown_spot,dead_heart,tungro
200377.jpg,,blast,dead_heart,tungro
200378.jpg,,dead_heart,blast,brown_spot
200379.jpg,,blast,blast,tungro
200380.jpg,,normal,dead_heart,normal
200381.jpg,,normal,normal,normal
200382.jpg,,normal,dead_heart,dead_heart
200383.jpg,,normal,dead_heart,dead_heart
200384.jpg,,bacterial_leaf_blight,dead_heart,brown_spot
200385.jpg,,hispa,dead_heart,tungro
200386.jpg,,normal,dead_heart,dead_heart
200387.jpg,,blast,normal,brown_spot
200388.jpg,,blast,normal,normal
200389.jpg,,dead_heart,dead_heart,brown_spot
200390.jpg,,normal,dead_heart,dead_heart
200391.jpg,,brown_spot,dead_heart,brown_spot
200392.jpg,,normal,dead_heart,tungro
200393.jpg,,bacterial_panicle_blight,dead_heart,tungro
200394.jpg,,normal,normal,tungro
200395.jpg,,hispa,dead_heart,tungro
200396.jpg,,normal,dead_heart,tungro
200397.jpg,,blast,normal,normal
200398.jpg,,blast,dead_heart,tungro
200399.jpg,,brown_spot,dead_heart,brown_spot
200400.jpg,,normal,dead_heart,tungro
200401.jpg,,dead_heart,dead_heart,dead_heart
200402.jpg,,normal,dead_heart,dead_heart
200403.jpg,,hispa,dead_heart,tungro
200404.jpg,,hispa,dead_heart,tungro
200405.jpg,,brown_spot,dead_heart,tungro
200406.jpg,,blast,dead_heart,tungro
200407.jpg,,hispa,dead_heart,tungro
200408.jpg,,dead_heart,dead_heart,dead_heart
200409.jpg,,bacterial_leaf_blight,dead_heart,tungro
200410.jpg,,downy_mildew,normal,normal
200411.jpg,,hispa,dead_heart,tungro
200412.jpg,,tungro,dead_heart,tungro
200413.jpg,,hispa,dead_heart,tungro
200414.jpg,,dead_heart,normal,dead_heart
200415.jpg,,bacterial_leaf_streak,dead_heart,tungro
200416.jpg,,blast,dead_heart,tungro
200417.jpg,,brown_spot,dead_heart,tungro
200418.jpg,,hispa,dead_heart,dead_heart
200419.jpg,,hispa,dead_heart,tungro
200420.jpg,,tungro,normal,normal
200421.jpg,,brown_spot,dead_heart,tungro
200422.jpg,,hispa,dead_heart,tungro
200423.jpg,,bacterial_panicle_blight,dead_heart,normal
200424.jpg,,tungro,dead_heart,tungro
200425.jpg,,normal,dead_heart,tungro
200426.jpg,,bacterial_panicle_blight,dead_heart,brown_spot
200427.jpg,,brown_spot,dead_heart,tungro
200428.jpg,,downy_mildew,dead_heart,dead_heart
200429.jpg,,blast,dead_heart,tungro
200430.jpg,,hispa,dead_heart,tungro
200431.jpg,,downy_mildew,dead_heart,tungro
200432.jpg,,bacterial_panicle_blight,dead_heart,tungro
200433.jpg,,hispa,normal,tungro
200434.jpg,,bacterial_leaf_blight,dead_heart,tungro
200435.jpg,,hispa,dead_heart,dead_heart
200436.jpg,,downy_mildew,dead_heart,dead_heart
200437.jpg,,dead_heart,dead_heart,tungro
200438.jpg,,normal,dead_heart,dead_heart
200439.jpg,,brown_spot,dead_heart,tungro
200440.jpg,,brown_spot,dead_heart,tungro
200441.jpg,,hispa,dead_heart,tungro
200442.jpg,,dead_heart,bacterial_panicle_blight,tungro
200443.jpg,,bacterial_panicle_blight,dead_heart,tungro
200444.jpg,,downy_mildew,dead_heart,normal
200445.jpg,,dead_heart,dead_heart,normal
200446.jpg,,blast,dead_heart,brown_spot
200447.jpg,,normal,dead_heart,dead_heart
200448.jpg,,tungro,blast,tungro
200449.jpg,,blast,dead_heart,tungro
200450.jpg,,dead_heart,dead_heart,tungro
200451.jpg,,dead_heart,dead_heart,brown_spot
200452.jpg,,brown_spot,bacterial_panicle_blight,brown_spot
200453.jpg,,tungro,dead_heart,dead_heart
200454.jpg,,blast,dead_heart,tungro
200455.jpg,,hispa,dead_heart,dead_heart
200456.jpg,,normal,normal,normal
200457.jpg,,hispa,dead_heart,dead_heart
200458.jpg,,blast,normal,brown_spot
200459.jpg,,normal,dead_heart,tungro
200460.jpg,,hispa,dead_heart,tungro
200461.jpg,,brown_spot,dead_heart,tungro
200462.jpg,,hispa,dead_heart,tungro
200463.jpg,,blast,normal,normal
200464.jpg,,hispa,dead_heart,brown_spot
200465.jpg,,brown_spot,bacterial_panicle_blight,tungro
200466.jpg,,tungro,dead_heart,tungro
200467.jpg,,normal,dead_heart,tungro
200468.jpg,,bacterial_leaf_streak,blast,brown_spot
200469.jpg,,blast,dead_heart,dead_heart
200470.jpg,,hispa,dead_heart,tungro
200471.jpg,,bacterial_leaf_blight,dead_heart,tungro
200472.jpg,,hispa,dead_heart,tungro
200473.jpg,,normal,dead_heart,dead_heart
200474.jpg,,hispa,dead_heart,normal
200475.jpg,,brown_spot,dead_heart,dead_heart
200476.jpg,,dead_heart,dead_heart,tungro
200477.jpg,,blast,dead_heart,tungro
200478.jpg,,blast,dead_heart,brown_spot
200479.jpg,,normal,dead_heart,dead_heart
200480.jpg,,dead_heart,dead_heart,tungro
200481.jpg,,normal,dead_heart,normal
200482.jpg,,tungro,blast,brown_spot
200483.jpg,,dead_heart,normal,dead_heart
200484.jpg,,tungro,dead_heart,tungro
200485.jpg,,bacterial_leaf_blight,dead_heart,brown_spot
200486.jpg,,hispa,dead_heart,tungro
200487.jpg,,hispa,dead_heart,dead_heart
200488.jpg,,brown_spot,dead_heart,dead_heart
200489.jpg,,normal,dead_heart,dead_heart
200490.jpg,,downy_mildew,normal,normal
200491.jpg,,tungro,normal,tungro
200492.jpg,,tungro,dead_heart,tungro
200493.jpg,,dead_heart,dead_heart,dead_heart
200494.jpg,,blast,dead_heart,tungro
200495.jpg,,tungro,normal,normal
200496.jpg,,bacterial_leaf_blight,dead_heart,tungro
200497.jpg,,normal,dead_heart,dead_heart
200498.jpg,,bacterial_leaf_blight,dead_heart,tungro
200499.jpg,,dead_heart,dead_heart,tungro
200500.jpg,,normal,dead_heart,normal
200501.jpg,,normal,dead_heart,dead_heart
200502.jpg,,normal,dead_heart,tungro
200503.jpg,,downy_mildew,dead_heart,tungro
200504.jpg,,brown_spot,brown_spot,brown_spot
200505.jpg,,hispa,dead_heart,brown_spot
200506.jpg,,bacterial_panicle_blight,bacterial_panicle_blight,brown_spot
200507.jpg,,blast,dead_heart,tungro
200508.jpg,,dead_heart,normal,dead_heart
200509.jpg,,tungro,dead_heart,brown_spot
200510.jpg,,tungro,dead_heart,normal
200511.jpg,,downy_mildew,dead_heart,tungro
200512.jpg,,hispa,normal,brown_spot
200513.jpg,,normal,dead_heart,normal
200514.jpg,,blast,dead_heart,tungro
200515.jpg,,dead_heart,dead_heart,dead_heart
200516.jpg,,normal,dead_heart,brown_spot
200517.jpg,,normal,dead_heart,dead_heart
200518.jpg,,hispa,normal,brown_spot
200519.jpg,,brown_spot,dead_heart,tungro
200520.jpg,,downy_mildew,dead_heart,normal
200521.jpg,,blast,dead_heart,tungro
200522.jpg,,dead_heart,dead_heart,tungro
200523.jpg,,hispa,blast,dead_heart
200524.jpg,,tungro,dead_heart,tungro
200525.jpg,,blast,dead_heart,tungro
200526.jpg,,hispa,dead_heart,tungro
200527.jpg,,bacterial_panicle_blight,dead_heart,tungro
200528.jpg,,dead_heart,dead_heart,tungro
200529.jpg,,brown_spot,dead_heart,dead_heart
200530.jpg,,normal,dead_heart,dead_heart
200531.jpg,,hispa,dead_heart,tungro
200532.jpg,,normal,dead_heart,normal
200533.jpg,,brown_spot,dead_heart,tungro
200534.jpg,,tungro,dead_heart,tungro
200535.jpg,,hispa,normal,normal
200536.jpg,,blast,dead_heart,tungro
200537.jpg,,normal,dead_heart,tungro
200538.jpg,,dead_heart,dead_heart,dead_heart
200539.jpg,,blast,normal,normal
200540.jpg,,downy_mildew,dead_heart,tungro
200541.jpg,,bacterial_leaf_blight,dead_heart,tungro
200542.jpg,,normal,dead_heart,tungro
200543.jpg,,dead_heart,dead_heart,tungro
200544.jpg,,hispa,normal,tungro
200545.jpg,,dead_heart,dead_heart,dead_heart
200546.jpg,,normal,dead_heart,normal
200547.jpg,,bacterial_leaf_streak,dead_heart,brown_spot
200548.jpg,,downy_mildew,dead_heart,dead_heart
200549.jpg,,dead_heart,dead_heart,tungro
200550.jpg,,tungro,dead_heart,tungro
200551.jpg,,hispa,dead_heart,dead_heart
200552.jpg,,blast,dead_heart,tungro
200553.jpg,,bacterial_leaf_streak,dead_heart,tungro
200554.jpg,,tungro,dead_heart,tungro
200555.jpg,,hispa,dead_heart,dead_heart
200556.jpg,,bacterial_panicle_blight,bacterial_panicle_blight,tungro
200557.jpg,,hispa,dead_heart,tungro
200558.jpg,,tungro,dead_heart,tungro
200559.jpg,,hispa,dead_heart,tungro
200560.jpg,,normal,normal,tungro
200561.jpg,,dead_heart,dead_heart,dead_heart
200562.jpg,,blast,dead_heart,tungro
200563.jpg,,hispa,dead_heart,tungro
200564.jpg,,hispa,normal,dead_heart
200565.jpg,,tungro,dead_heart,tungro
200566.jpg,,blast,dead_heart,brown_spot
200567.jpg,,hispa,blast,tungro
200568.jpg,,bacterial_panicle_blight,dead_heart,tungro
200569.jpg,,tungro,normal,brown_spot
200570.jpg,,bacterial_leaf_blight,dead_heart,brown_spot
200571.jpg,,dead_heart,dead_heart,tungro
200572.jpg,,normal,dead_heart,dead_heart
200573.jpg,,bacterial_leaf_blight,dead_heart,tungro
200574.jpg,,hispa,dead_heart,dead_heart
200575.jpg,,normal,normal,normal
200576.jpg,,brown_spot,dead_heart,normal
200577.jpg,,brown_spot,dead_heart,normal
200578.jpg,,dead_heart,dead_heart,normal
200579.jpg,,dead_heart,dead_heart,tungro
200580.jpg,,downy_mildew,dead_heart,tungro
200581.jpg,,blast,dead_heart,tungro
200582.jpg,,normal,normal,dead_heart
200583.jpg,,brown_spot,dead_heart,dead_heart
200584.jpg,,blast,blast,tungro
200585.jpg,,blast,dead_heart,tungro
200586.jpg,,dead_heart,dead_heart,tungro
200587.jpg,,bacterial_panicle_blight,normal,brown_spot
200588.jpg,,blast,normal,tungro
200589.jpg,,normal,dead_heart,dead_heart
200590.jpg,,bacterial_leaf_blight,dead_heart,dead_heart
200591.jpg,,blast,dead_heart,tungro
200592.jpg,,normal,dead_heart,tungro
200593.jpg,,tungro,dead_heart,dead_heart
200594.jpg,,dead_heart,dead_heart,tungro
200595.jpg,,blast,blast,brown_spot
200596.jpg,,tungro,dead_heart,tungro
200597.jpg,,normal,dead_heart,normal
200598.jpg,,dead_heart,dead_heart,brown_spot
200599.jpg,,normal,dead_heart,brown_spot
200600.jpg,,normal,dead_heart,normal
