image_id,label,label_1,label_2
200496.jpg,,bacterial_leaf_blight,dead_heart
200497.jpg,,normal,dead_heart
200498.jpg,,bacterial_leaf_blight,dead_heart
200499.jpg,,dead_heart,dead_heart
200500.jpg,,normal,dead_heart
200501.jpg,,normal,dead_heart
200502.jpg,,normal,dead_heart
200503.jpg,,downy_mildew,dead_heart
200504.jpg,,brown_spot,brown_spot
200505.jpg,,hispa,dead_heart
200506.jpg,,bacterial_panicle_blight,bacterial_panicle_blight
200507.jpg,,blast,dead_heart
200508.jpg,,dead_heart,normal
200509.jpg,,tungro,dead_heart
200510.jpg,,tungro,dead_heart
200511.jpg,,downy_mildew,dead_heart
200512.jpg,,hispa,normal
200513.jpg,,normal,dead_heart
200514.jpg,,blast,dead_heart
200515.jpg,,dead_heart,dead_heart
200516.jpg,,normal,dead_heart
200517.jpg,,normal,dead_heart
200518.jpg,,hispa,normal
200519.jpg,,brown_spot,dead_heart
200520.jpg,,downy_mildew,dead_heart
200521.jpg,,blast,dead_heart
200522.jpg,,dead_heart,dead_heart
200523.jpg,,hispa,blast
200524.jpg,,tungro,dead_heart
200525.jpg,,blast,dead_heart
200526.jpg,,hispa,dead_heart
200527.jpg,,bacterial_panicle_blight,dead_heart
200528.jpg,,dead_heart,dead_heart
200529.jpg,,brown_spot,dead_heart
200530.jpg,,normal,dead_heart
200531.jpg,,hispa,dead_heart
200532.jpg,,normal,dead_heart
200533.jpg,,brown_spot,dead_heart
200534.jpg,,tungro,dead_heart
200535.jpg,,hispa,normal
200536.jpg,,blast,dead_heart
200537.jpg,,normal,dead_heart
200538.jpg,,dead_heart,dead_heart
200539.jpg,,blast,normal
200540.jpg,,downy_mildew,dead_heart
200541.jpg,,bacterial_leaf_blight,dead_heart
200542.jpg,,normal,dead_heart
200543.jpg,,dead_heart,dead_heart
200544.jpg,,hispa,normal
200545.jpg,,dead_heart,dead_heart
200546.jpg,,normal,dead_heart
200547.jpg,,bacterial_leaf_streak,dead_heart
200548.jpg,,downy_mildew,dead_heart
200549.jpg,,dead_heart,dead_heart
200550.jpg,,tungro,dead_heart
200551.jpg,,hispa,dead_heart
200552.jpg,,blast,dead_heart
200553.jpg,,bacterial_leaf_streak,dead_heart
200554.jpg,,tungro,dead_heart
200555.jpg,,hispa,dead_heart
200556.jpg,,bacterial_panicle_blight,bacterial_panicle_blight
200557.jpg,,hispa,dead_heart
200558.jpg,,tungro,dead_heart
200559.jpg,,hispa,dead_heart
200560.jpg,,normal,normal
200561.jpg,,dead_heart,dead_heart
200562.jpg,,blast,dead_heart
200563.jpg,,hispa,dead_heart
200564.jpg,,hispa,normal
200565.jpg,,tungro,dead_heart
200566.jpg,,blast,dead_heart
200567.jpg,,hispa,blast
200568.jpg,,bacterial_panicle_blight,dead_heart
200569.jpg,,tungro,normal
200570.jpg,,bacterial_leaf_blight,dead_heart
200571.jpg,,dead_heart,dead_heart
200572.jpg,,normal,dead_heart
200573.jpg,,bacterial_leaf_blight,dead_heart
200574.jpg,,hispa,dead_heart
200575.jpg,,normal,normal
200576.jpg,,brown_spot,dead_heart
200577.jpg,,brown_spot,dead_heart
200578.jpg,,dead_heart,dead_heart
200579.jpg,,dead_heart,dead_heart
200580.jpg,,downy_mildew,dead_heart
200581.jpg,,blast,dead_heart
200582.jpg,,normal,normal
200583.jpg,,brown_spot,dead_heart
200584.jpg,,blast,blast
200585.jpg,,blast,dead_heart
200586.jpg,,dead_heart,dead_heart
200587.jpg,,bacterial_panicle_blight,normal
200588.jpg,,blast,normal
200589.jpg,,normal,dead_heart
200590.jpg,,bacterial_leaf_blight,dead_heart
200591.jpg,,blast,dead_heart
200592.jpg,,normal,dead_heart
200593.jpg,,tungro,dead_heart
200594.jpg,,dead_heart,dead_heart
200595.jpg,,blast,blast
200596.jpg,,tungro,dead_heart
200597.jpg,,normal,dead_heart
200598.jpg,,dead_heart,dead_heart
200599.jpg,,normal,dead_heart
200600.jpg,,normal,dead_heart
200601.jpg,,dead_heart,dead_heart
200602.jpg,,dead_heart,dead_heart
200603.jpg,,dead_heart,dead_heart
200604.jpg,,normal,dead_heart
200605.jpg,,dead_heart,dead_heart
200606.jpg,,bacterial_leaf_streak,bacterial_leaf_streak
200607.jpg,,normal,dead_heart
200608.jpg,,normal,dead_heart
200609.jpg,,normal,dead_heart
200610.jpg,,blast,dead_heart
200611.jpg,,brown_spot,dead_heart
200612.jpg,,brown_spot,dead_heart
200613.jpg,,tungro,dead_heart
200614.jpg,,downy_mildew,dead_heart
200615.jpg,,bacterial_leaf_blight,dead_heart
200616.jpg,,brown_spot,dead_heart
200617.jpg,,hispa,dead_heart
200618.jpg,,hispa,dead_heart
200619.jpg,,tungro,dead_heart
200620.jpg,,bacterial_leaf_streak,dead_heart
200621.jpg,,normal,dead_heart
200622.jpg,,dead_heart,blast
200623.jpg,,blast,dead_heart
200624.jpg,,hispa,dead_heart
200625.jpg,,hispa,normal
200626.jpg,,normal,dead_heart
200627.jpg,,bacterial_leaf_blight,normal
200628.jpg,,dead_heart,normal
200629.jpg,,tungro,dead_heart
200630.jpg,,bacterial_leaf_blight,dead_heart
200631.jpg,,downy_mildew,dead_heart
200632.jpg,,dead_heart,dead_heart
200633.jpg,,brown_spot,dead_heart
200634.jpg,,hispa,normal
200635.jpg,,normal,normal
200636.jpg,,downy_mildew,dead_heart
200637.jpg,,blast,dead_heart
200638.jpg,,blast,blast
200639.jpg,,blast,blast
200640.jpg,,dead_heart,dead_heart
200641.jpg,,blast,dead_heart
200642.jpg,,dead_heart,dead_heart
200643.jpg,,hispa,dead_heart
200644.jpg,,bacterial_leaf_blight,dead_heart
200645.jpg,,tungro,dead_heart
200646.jpg,,tungro,dead_heart
200647.jpg,,hispa,dead_heart
200648.jpg,,downy_mildew,dead_heart
200649.jpg,,hispa,dead_heart
200650.jpg,,dead_heart,dead_heart
200651.jpg,,bacterial_leaf_blight,dead_heart
200652.jpg,,brown_spot,bacterial_panicle_blight
200653.jpg,,hispa,dead_heart
200654.jpg,,blast,normal
200655.jpg,,brown_spot,dead_heart
200656.jpg,,brown_spot,dead_heart
200657.jpg,,blast,blast
200658.jpg,,dead_heart,blast
200659.jpg,,hispa,bacterial_panicle_blight
200660.jpg,,dead_heart,dead_heart
200661.jpg,,blast,dead_heart
200662.jpg,,downy_mildew,dead_heart
200663.jpg,,downy_mildew,dead_heart
200664.jpg,,brown_spot,dead_heart
200665.jpg,,downy_mildew,dead_heart
200666.jpg,,hispa,normal
200667.jpg,,blast,blast
200668.jpg,,normal,dead_heart
200669.jpg,,tungro,dead_heart
200670.jpg,,hispa,dead_heart
200671.jpg,,bacterial_leaf_streak,dead_heart
200672.jpg,,bacterial_panicle_blight,bacterial_panicle_blight
200673.jpg,,hispa,dead_heart
200674.jpg,,normal,dead_heart
200675.jpg,,hispa,normal
200676.jpg,,dead_heart,dead_heart
200677.jpg,,normal,dead_heart
200678.jpg,,hispa,dead_heart
200679.jpg,,blast,dead_heart
200680.jpg,,tungro,dead_heart
200681.jpg,,blast,dead_heart
200682.jpg,,normal,dead_heart
200683.jpg,,blast,dead_heart
200684.jpg,,normal,dead_heart
200685.jpg,,downy_mildew,dead_heart
200686.jpg,,tungro,dead_heart
200687.jpg,,dead_heart,normal
200688.jpg,,bacterial_leaf_blight,dead_heart
200689.jpg,,dead_heart,normal
200690.jpg,,brown_spot,dead_heart
200691.jpg,,dead_heart,dead_heart
200692.jpg,,dead_heart,dead_heart
200693.jpg,,blast,dead_heart
200694.jpg,,brown_spot,dead_heart
200695.jpg,,blast,blast
200696.jpg,,normal,dead_heart
200697.jpg,,bacterial_leaf_blight,blast
200698.jpg,,normal,dead_heart
200699.jpg,,dead_heart,dead_heart
200700.jpg,,dead_heart,dead_heart
200701.jpg,,blast,dead_heart
200702.jpg,,tungro,dead_heart
200703.jpg,,normal,dead_heart
200704.jpg,,bacterial_leaf_blight,dead_heart
200705.jpg,,hispa,dead_heart
200706.jpg,,dead_heart,dead_heart
200707.jpg,,tungro,dead_heart
200708.jpg,,hispa,dead_heart
200709.jpg,,dead_heart,dead_heart
200710.jpg,,hispa,dead_heart
200711.jpg,,normal,dead_heart
200712.jpg,,hispa,dead_heart
200713.jpg,,hispa,dead_heart
200714.jpg,,downy_mildew,dead_heart
200715.jpg,,tungro,dead_heart
200716.jpg,,brown_spot,dead_heart
200717.jpg,,bacterial_leaf_streak,dead_heart
200718.jpg,,normal,dead_heart
200719.jpg,,normal,dead_heart
200720.jpg,,dead_heart,dead_heart
200721.jpg,,downy_mildew,dead_heart
200722.jpg,,brown_spot,dead_heart
200723.jpg,,hispa,dead_heart
200724.jpg,,dead_heart,dead_heart
200725.jpg,,normal,dead_heart
200726.jpg,,dead_heart,blast
200727.jpg,,tungro,dead_heart
200728.jpg,,brown_spot,dead_heart
200729.jpg,,blast,blast
200730.jpg,,bacterial_leaf_streak,dead_heart
200731.jpg,,tungro,dead_heart
200732.jpg,,normal,normal
200733.jpg,,blast,blast
200734.jpg,,hispa,dead_heart
200735.jpg,,tungro,dead_heart
200736.jpg,,blast,dead_heart
200737.jpg,,hispa,dead_heart
200738.jpg,,dead_heart,dead_heart
200739.jpg,,downy_mildew,dead_heart
200740.jpg,,normal,dead_heart
200741.jpg,,dead_heart,dead_heart
200742.jpg,,dead_heart,dead_heart
200743.jpg,,bacterial_leaf_blight,dead_heart
